index,code,unit,statisticalUnit,description
1723,QS211EW0238,Count,Person,Other ethnic group: Other Western European
1724,QS211EW0239,Count,Person,Other ethnic group: Peruvian
1725,QS211EW0240,Count,Person,Other ethnic group: Polish
1726,QS211EW0241,Count,Person,Other ethnic group: Polynesia/Micronesia/Melanesia
1727,QS211EW0242,Count,Person,Other ethnic group: Punjabi
1728,QS211EW0243,Count,Person,Other ethnic group: Somali
1729,QS211EW0244,Count,Person,Other ethnic group: Somalilander
1730,QS211EW0245,Count,Person,Other ethnic group: Sri Lankan
1731,QS211EW0246,Count,Person,Other ethnic group: Tamil
1732,QS211EW0247,Count,Person,Other ethnic group: Thai
1733,QS211EW0248,Count,Person,Other ethnic group: Turkish
1734,QS211EW0249,Count,Person,Other ethnic group: Turkish Cypriot
1735,QS211EW0250,Count,Person,Other ethnic group: Vietnamese
1736,QS211EW0251,Count,Person,Other ethnic group: Any other ethnic group
1737,QS301EW0001,Count,Person,All categories: Provision of unpaid care
1738,QS301EW0002,Count,Person,Provides no unpaid care
1739,QS301EW0003,Count,Person,Provides 1 to 19 hours unpaid care a week
1740,QS301EW0004,Count,Person,Provides 20 to 49 hours unpaid care a week
1741,QS301EW0005,Count,Person,Provides 50 or more hours unpaid care a week
1742,QS302EW0001,Count,Person,All categories: General health
1743,QS302EW0002,Count,Person,Very good health
1744,QS302EW0003,Count,Person,Good health
1745,QS302EW0004,Count,Person,Fair health
1746,QS302EW0005,Count,Person,Bad health
1747,QS302EW0006,Count,Person,Very bad health
1748,QS303EW0001,Count,Person,All categories: Long-term health problem or disability
1749,QS303EW0002,Count,Person,Day-to-day activities limited a lot
1750,QS303EW0003,Count,Person,Day-to-day activities limited a little
1751,QS303EW0004,Count,Person,Day-to-day activities not limited
1752,QS401EW0001,Count,Person,All categories: Accommodation type
1753,QS401EW0002,Count,Person,Unshared dwelling: Total
1754,QS401EW0003,Count,Person,Unshared dwelling: Whole house or bungalow: Total
1755,QS401EW0004,Count,Person,Unshared dwelling: Whole house or bungalow: Detached
1756,QS401EW0005,Count,Person,Unshared dwelling: Whole house or bungalow: Semi-detached
1757,QS401EW0006,Count,Person,Unshared dwelling: Whole house or bungalow: Terraced (including end-terrace)
1758,QS401EW0007,Count,Person,"Unshared dwelling: Flat, maisonette or apartment: Total"
1759,QS401EW0008,Count,Person,"Unshared dwelling: Flat, maisonette or apartment: Purpose-built block of flats or tenement"
1760,QS401EW0009,Count,Person,"Unshared dwelling: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)"
1761,QS401EW0010,Count,Person,"Unshared dwelling: Flat, maisonette or apartment: In commercial building"
1762,QS401EW0011,Count,Person,Unshared dwelling: Caravan or other mobile or temporary structure
1763,QS401EW0012,Count,Person,Shared dwelling
1764,QS402EW0001,Count,Household,All categories: Accommodation type
1765,QS402EW0002,Count,Household,Unshared dwelling: Total
1766,QS402EW0003,Count,Household,Unshared dwelling: Whole house or bungalow: Total
1767,QS402EW0004,Count,Household,Unshared dwelling: Whole house or bungalow: Detached
1768,QS402EW0005,Count,Household,Unshared dwelling: Whole house or bungalow: Semi-detached
1769,QS402EW0006,Count,Household,Unshared dwelling: Whole house or bungalow: Terraced (including end-terrace)
1770,QS402EW0007,Count,Household,"Unshared dwelling: Flat, maisonette or apartment: Total"
1771,QS402EW0008,Count,Household,"Unshared dwelling: Flat, maisonette or apartment: Purpose-built block of flats or tenement"
1772,QS402EW0009,Count,Household,"Unshared dwelling: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)"
1773,QS402EW0010,Count,Household,"Unshared dwelling: Flat, maisonette or apartment: In commercial building"
1774,QS402EW0011,Count,Household,Unshared dwelling: Caravan or other mobile or temporary structure
1775,QS402EW0012,Count,Household,Shared dwelling
1776,QS403EW0001,Count,Person,All categories: Tenure
1777,QS403EW0002,Count,Person,Owned: Total
1778,QS403EW0003,Count,Person,Owned: Owned outright
1779,QS403EW0004,Count,Person,Owned: Owned with a mortgage or loan
1780,QS403EW0005,Count,Person,Shared ownership (part owned and part rented)
1781,QS403EW0006,Count,Person,Social rented: Total
1782,QS403EW0007,Count,Person,Social rented: Rented from council (Local Authority)
1783,QS403EW0008,Count,Person,Social rented: Other social rented
1784,QS403EW0009,Count,Person,Private rented: Total
1785,QS403EW0010,Count,Person,Private rented: Private landlord or letting agency
1786,QS403EW0011,Count,Person,Private rented: Employer of a household member
1787,QS403EW0012,Count,Person,Private rented: Relative or friend of household member
1788,QS403EW0013,Count,Person,Private rented: Other
1789,QS403EW0014,Count,Person,Living rent free
1790,QS404EW0001,Count,Household,All categories: Tenure
1791,QS404EW0002,Count,Household,Owned
1792,QS404EW0003,Count,Household,Shared ownership (part owned and part rented)
1793,QS404EW0004,Count,Household,Rented from council (Local Authority)
1794,QS404EW0005,Count,Household,Other social rented
1795,QS404EW0006,Count,Household,Private rented
1796,QS404EW0007,Count,Household,Living rent free
1797,QS405EW0001,Count,Household,All categories: Tenure
1798,QS405EW0002,Count,Household,Owned: Total
1799,QS405EW0003,Count,Household,Owned: Owned outright
1800,QS405EW0004,Count,Household,Owned: Owned with a mortgage or loan
1801,QS405EW0005,Count,Household,Shared ownership (part owned and part rented)
1802,QS405EW0006,Count,Household,Social rented: Total
1803,QS405EW0007,Count,Household,Social rented: Rented from council (Local Authority)
1804,QS405EW0008,Count,Household,Social rented: Other social rented
1805,QS405EW0009,Count,Household,Private rented: Total
1806,QS405EW0010,Count,Household,Private rented: Private landlord or letting agency
1807,QS405EW0011,Count,Household,Private rented: Employer of a household member
1808,QS405EW0012,Count,Household,Private rented: Relative or friend of household member
1809,QS405EW0013,Count,Household,Private rented: Other
1810,QS405EW0014,Count,Household,Living rent free
1811,QS406EW0001,Count,Household,All categories: Household size
1812,QS406EW0002,Count,Household,1 person in household
1813,QS406EW0003,Count,Household,2 people in household
1814,QS406EW0004,Count,Household,3 people in household
1815,QS406EW0005,Count,Household,4 people in household
1816,QS406EW0006,Count,Household,5 people in household
1817,QS406EW0007,Count,Household,6 people in household
1818,QS406EW0008,Count,Household,7 people in household
1819,QS406EW0009,Count,Household,8 or more people in household
1820,QS407EW0001,Count,Household,All categories: Number of rooms
1821,QS407EW0002,Count,Household,1 room
1822,QS407EW0003,Count,Household,2 rooms
1823,QS407EW0004,Count,Household,3 rooms
1824,QS407EW0005,Count,Household,4 rooms
1825,QS407EW0006,Count,Household,5 rooms
1826,QS407EW0007,Count,Household,6 rooms
1827,QS407EW0008,Count,Household,7 rooms
1828,QS407EW0009,Count,Household,8 rooms
1829,QS407EW0010,Count,Household,9 or more rooms
1830,QS408EW0001,Count,Household,All categories: Occupancy rating (rooms) 
1831,QS408EW0002,Count,Household,Occupancy rating (rooms) of +2 or more
1832,QS408EW0003,Count,Household,Occupancy rating (rooms) of +1
1833,QS408EW0004,Count,Household,Occupancy rating (rooms) of 0
1834,QS408EW0005,Count,Household,Occupancy rating (rooms) of -1
1835,QS408EW0006,Count,Household,Occupancy rating (rooms) of -2 or less
1836,QS409EW0001,Count,Household,All categories: Number of persons per room in household
1838,QS409EW0003,Count,Household,Over 0.5 and up to 1.0 persons per room
1839,QS409EW0004,Count,Household,Over 1.0 and up to 1.5 persons per room
1840,QS409EW0005,Count,Household,Over 1.5 persons per room
1841,QS410EW0001,Count,Person,All categories: Number of persons per room in household
1842,QS410EW0002,Count,Person,Up to 0.5 persons per room
1843,QS410EW0003,Count,Person,Over 0.5 and up to 1.0 persons per room
1844,QS410EW0004,Count,Person,Over 1.0 and up to 1.5 persons per room
1845,QS410EW0005,Count,Person,Over 1.5 persons per room
1846,QS411EW0001,Count,Household,All categories: Number of bedrooms
1847,QS411EW0002,Count,Household,No bedrooms
1848,QS411EW0003,Count,Household,1 bedroom
1849,QS411EW0004,Count,Household,2 bedrooms
1850,QS411EW0005,Count,Household,3 bedrooms
1851,QS411EW0006,Count,Household,4 bedrooms
1852,QS411EW0007,Count,Household,5 or more bedrooms
1853,QS412EW0001,Count,Household,All categories: Occupancy rating bedrooms
1854,QS412EW0002,Count,Household,Occupancy rating (bedrooms) of +2 or more
1855,QS412EW0003,Count,Household,Occupancy rating (bedrooms) of +1
1856,QS412EW0004,Count,Household,Occupancy rating (bedrooms) of 0
1857,QS412EW0005,Count,Household,Occupancy rating (bedrooms) of -1
1858,QS412EW0006,Count,Household,Occupancy rating (bedrooms) of -2 or less
1859,QS413EW0001,Count,Household,All categories: Number of persons per bedroom in household
1860,QS413EW0002,Count,Household,Up to 0.5 persons per bedroom
1861,QS413EW0003,Count,Household,Over 0.5 and up to 1.0 persons per bedroom
1862,QS413EW0004,Count,Household,Over 1.0 and up to 1.5 persons per bedroom
1863,QS413EW0005,Count,Household,Over 1.5 persons per bedroom
1864,QS414EW0001,Count,Person,All categories: Number of persons per bedroom in household
1865,QS414EW0002,Count,Person,Up to 0.5 persons per bedroom
1866,QS414EW0003,Count,Person,Over 0.5 and up to 1.0 persons per bedroom
1867,QS414EW0004,Count,Person,Over 1.0 and up to 1.5 persons per bedroom
1868,QS414EW0005,Count,Person,Over 1.5 persons per bedroom
1869,QS415EW0001,Count,Household,All categories: Type of central heating in household
1870,QS415EW0002,Count,Household,No central heating 
1871,QS415EW0003,Count,Household,Gas central heating
1872,QS415EW0004,Count,Household,Electric (including storage heaters) central heating
1873,QS415EW0005,Count,Household,Oil central heating
1874,QS415EW0006,Count,Household,"Solid fuel (for example wood, coal) central heating"
1875,QS415EW0007,Count,Household,Other central heating
1876,QS415EW0008,Count,Household,Two or more types of central heating
1877,QS416EW0001,Count,Households,All categories: Car or van availability
1878,QS416EW0002,Count,Households,No cars or vans in household
1879,QS416EW0003,Count,Households,1 car or van in household
1880,QS416EW0004,Count,Households,2 cars or vans in household
1881,QS416EW0005,Count,Households,3 cars or vans in household
1882,QS416EW0006,Count,Households,4 or more cars or vans in household
1883,QS416EW0007,Sum,All cars or vans in the area,All categories: Car or van availability
1884,QS417EW0001,Count,Household,All categories: Household spaces
1885,QS417EW0002,Count,Household,Household spaces with at least one usual resident
1886,QS417EW0003,Count,Household,Household spaces with no usual residents
1887,QS418EW0001,Count,Dwelling,All categories: Dwelling type
1888,QS418EW0002,Count,Dwelling,Unshared dwelling
1889,QS418EW0003,Count,Dwelling,Shared dwelling
1890,QS419EW0001,Count,Person,All categories: Position in communal establishment
1891,QS419EW0002,Count,Person,Resident
1892,QS419EW0003,Count,Person,Staff or owner
1893,QS419EW0004,Count,Person,Family member or partner of staff or owner
1894,QS420EW0001,Count,Communal establishment,All categories: Communal establishment management and type
1895,QS420EW0002,Count,Communal establishment,Medical and care establishment: Total
1896,QS420EW0003,Count,Communal establishment,Medical and care establishment: NHS: Total
1897,QS420EW0004,Count,Communal establishment,Medical and care establishment: NHS: General hospital
1898,QS420EW0005,Count,Communal establishment,Medical and care establishment: NHS: Mental health hospital/unit (including secure units)
1899,QS420EW0006,Count,Communal establishment,Medical and care establishment: NHS: Other hospital
1900,QS420EW0007,Count,Communal establishment,Medical and care establishment: Local Authority: Total
1901,QS420EW0008,Count,Communal establishment,Medical and care establishment: Local Authority: Children's home (including secure units)
1902,QS420EW0009,Count,Communal establishment,Medical and care establishment: Local Authority: Care home with nursing
1903,QS420EW0010,Count,Communal establishment,Medical and care establishment: Local Authority: Care home without nursing
1904,QS420EW0011,Count,Communal establishment,Medical and care establishment: Local Authority: Other home
1905,QS420EW0012,Count,Communal establishment,Medical and care establishment: Registered Social Landlord/Housing Association: Total
1906,QS420EW0013,Count,Communal establishment,Medical and care establishment: Registered Social Landlord/Housing Association: Home or hostel
1907,QS420EW0014,Count,Communal establishment,Medical and care establishment: Registered Social Landlord/Housing Association: Sheltered housing only
1908,QS420EW0015,Count,Communal establishment,Medical and care establishment: Other: Total
1909,QS420EW0016,Count,Communal establishment,Medical and care establishment: Other: Care home with nursing
1910,QS420EW0017,Count,Communal establishment,Medical and care establishment: Other: Care home without nursing
1911,QS420EW0018,Count,Communal establishment,Medical and care establishment: Other: Children's home (including secure units)
1912,QS420EW0019,Count,Communal establishment,Medical and care establishment: Other: Mental health hospital/unit (including secure units)
1913,QS420EW0020,Count,Communal establishment,Medical and care establishment: Other: Other hospital
1914,QS420EW0021,Count,Communal establishment,Medical and care establishment: Other: Other establishment
1915,QS420EW0022,Count,Communal establishment,Other establishment: Total
1916,QS420EW0023,Count,Communal establishment,Other establishment: Defence
1917,QS420EW0024,Count,Communal establishment,Other establishment: Prison service
1918,QS420EW0025,Count,Communal establishment,Other establishment: Approved premises (probation/bail hostel)
1919,QS420EW0026,Count,Communal establishment,Other establishment: Detention centres and other detention
1920,QS420EW0027,Count,Communal establishment,Other establishment: Education
1921,QS420EW0028,Count,Communal establishment,Other establishment: Hotel: guest house; B&B; youth hostel
1922,QS420EW0029,Count,Communal establishment,Other establishment: Hostel or temporary shelter for the homeless
1923,QS420EW0030,Count,Communal establishment,Other establishment: Holiday accommodation (for example holiday parks)
1924,QS420EW0031,Count,Communal establishment,Other establishment: Other travel or temporary accommodation
1925,QS420EW0032,Count,Communal establishment,Other establishment: Religious
1926,QS420EW0033,Count,Communal establishment,Other establishment: Staff/worker accommodation only
1927,QS420EW0034,Count,Communal establishment,Other establishment: Other
1928,QS420EW0035,Count,Communal establishment,Establishment not stated
1929,QS421EW0001,Count,Person,All categories: Communal establishment management and type
1930,QS421EW0002,Count,Person,Medical and care establishment: Total
1931,QS421EW0003,Count,Person,Medical and care establishment: NHS: Total
1932,QS421EW0004,Count,Person,Medical and care establishment: NHS: General hospital
1933,QS421EW0005,Count,Person,Medical and care establishment: NHS: Mental health hospital/unit (including secure units)
1934,QS421EW0006,Count,Person,Medical and care establishment: NHS: Other hospital
1935,QS421EW0007,Count,Person,Medical and care establishment: Local Authority: Total
1936,QS421EW0008,Count,Person,Medical and care establishment: Local Authority: Children's home (including secure units)
1937,QS421EW0009,Count,Person,Medical and care establishment: Local Authority: Care home with nursing
1938,QS421EW0010,Count,Person,Medical and care establishment: Local Authority: Care home without nursing
1939,QS421EW0011,Count,Person,Medical and care establishment: Local Authority: Other home
1940,QS421EW0012,Count,Person,Medical and care establishment: Registered Social Landlord/Housing Association: Total
1941,QS421EW0013,Count,Person,Medical and care establishment: Registered Social Landlord/Housing Association: Home or hostel
1942,QS421EW0014,Count,Person,Medical and care establishment: Registered Social Landlord/Housing Association: Sheltered housing only
1943,QS421EW0015,Count,Person,Medical and care establishment: Other: Total
1944,QS421EW0016,Count,Person,Medical and care establishment: Other: Care home with nursing
